catologNumber,country,locationID,decimalLatitude,decimalLongitude,eventDate,verbatimDepth,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,taxonID,scientificName,acceptedNameUsage ,acceptedNameUsageID,individualCount,Abundance,wet weight biomass,Zoobenth_tax_ww_biomass
63,NA,38,43.37058333,14.1268,2008-10-20,21.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_66,36 min haul duration,0.04148603976,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
64,Italy,69,42.64914166,14.25374167,2008-10-21,21.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_67,34 min haul duration,0.03918125853,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
65,Italy,72,42.26279999,14.994775,2008-10-22,21.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_68,30 min haul duration,0.0345716998,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
66,Italy,75,42.039225,15.45325832,2008-10-22,21.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_69,32 min haul duration,0.0380252786,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
67,Italy,31,43.57972501,13.60606667,2009-11-18,21.3500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_70,33 min haul duration,0.03758729994,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
68,Italy,33,43.40745834,13.69791667,2009-11-21,21.3500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_71,28 min haul duration,0.03350906074,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
69,Italy,34,43.38027501,13.88165833,2009-11-21,21.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_72,30 min haul duration,0.03523943946,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
70,Italy,37,43.12266667,13.92539167,2009-11-20,21.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_73,26 min haul duration,0.0299621392,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
71,Italy,43,45.37876666,12.39013333,2009-11-27,21.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_74,28 min haul duration,0.03412653878,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
72,Italy,44,45.46525833,12.70945835,2009-11-27,21.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_75,29 min haul duration,0.0353471376,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
73,Italy,46,44.91401666,12.61367499,2009-11-26,21.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_76,26 min haul duration,0.03051499836,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
74,Italy,47,44.60189168,12.47544999,2009-11-25,10.8500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_77,4 min haul duration,0.01342660002,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"63,168","4,704,690.50",380.98,"28,375.17"
75,Italy,48,44.06429167,12.60956669,2009-11-23,14.3000001907348 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_78,30 min haul duration,0.0340619199,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"1,345","39,486.91",1.99,58.48
76,Italy,49,43.58019168,13.76995001,2009-11-18,15.3500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_79,32 min haul duration,0.03769499809,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,98,"2,599.81",0.80,21.11
77,Italy,50,43.05488333,14.01483333,2009-11-20,15 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_80,28 min haul duration,0.03230281919,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,188,"5,819.93",2.72,84.11
78,Italy,55,45.38264167,12.45417501,2009-11-26,21.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_81,24 min haul duration,0.0287199989,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
79,NA,56,45.33170834,12.89693333,2009-11-27,21.5499992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_82,10 min haul duration,0.01241421979,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
80,Italy,57,45.0736,12.72432499,2009-11-26,21.5499992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_83,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
81,Italy,1,45.41306667,12.53091666,2009-11-27,21.599998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_84,20 min haul duration,0.02571157925,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
82,Italy,2,45.61889998,13.13794167,2009-11-27,21.599998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_85,23 min haul duration,0.02803790011,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
83,Italy,3,45.640625,13.48459167,2009-11-28,21.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_86,6 min haul duration,0.01489131991,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
84,Italy,4,45.10256666,12.383225,2009-11-26,21.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_87,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
85,Italy,5,45.14478333,12.51676666,2009-11-26,21.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_88,26 min haul duration,0.02986880019,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
86,Italy,8,44.83700835,12.48550835,2009-11-26,21.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_89,21 min haul duration,0.02512999997,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
87,Italy,12,44.59358333,12.34332501,2009-11-25,10.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_90,7 min haul duration,0.008070319891,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"135,369","16,773,685.00",883.71,"109,501.12"
88,Italy,16,44.291575,12.45352499,2009-11-24,10.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_91,18 min haul duration,0.02016861923,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"164,120","8,137,394.00","1,174.09","58,213.60"
89,Italy,17,44.306675,12.56190834,2009-11-24,10.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_92,6 min haul duration,0.01435999945,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"81,434","5,670,891.50",509.93,"35,510.49"
90,Italy,21,44.14678333,12.76473335,2009-11-23,10.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_93,21 min haul duration,0.02498639934,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"80,077","3,204,823.50",490.07,"19,613.64"
91,Italy,24,43.92175001,13.01944167,2009-11-22,11.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_94,31 min haul duration,0.03650311753,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"30,509","835,791.63",353.79,"9,692.15"
92,Italy,25,43.97674999,13.06930833,2009-11-22,11.8999996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_95,29 min haul duration,0.0340619199,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"19,032","558,747.13",183.71,"5,393.51"
93,Italy,27,43.78932498,13.19713333,2009-11-29,14.8500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_96,17 min haul duration,0.02072148025,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,301,"14,525.99",1.80,87.04
94,Italy,28,43.776325,13.39157499,2009-11-29,14.8999996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_97,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,277,"7,574.98",2.56,70.02
95,Italy,63,44.21291667,12.57492501,2009-11-23,10.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_98,8 min haul duration,0.01774895936,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"102,232","5,759,887.00",421.18,"23,730.12"
96,Italy,64,44.13565,12.51677499,2009-11-23,12.9500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_99,19 min haul duration,0.02316267975,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"11,571","499,553.59",2.46,106.35
97,Italy,65,44.07600833,12.75265834,2009-11-23,10.6000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_100,25 min haul duration,0.0298616197,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"86,984","2,912,903.00",648.61,"21,720.59"
98,Italy,66,43.59725002,13.68058332,2009-11-18,13.8000001907348 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_101,32 min haul duration,0.03829811886,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"2,693","70,316.77",21.32,556.63
99,Italy,68,42.85909999,13.99835,2009-11-20,13.0500001907348 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_102,29 min haul duration,0.0334228985,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"7,602","227,448.86",89.96,"2,691.48"
100,Italy,70,42.58730834,14.224675,2009-11-20,21.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_103,32 min haul duration,0.0368764773,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
101,Italy,71,42.27802501,14.56145833,2009-11-19,21.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_104,31 min haul duration,0.03572767973,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
102,Italy,73,42.09963334,14.88464998,2009-11-19,21.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_105,33 min haul duration,0.03803245723,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
103,Italy,74,41.98585002,15.07385,2009-11-19,21.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_106,32 min haul duration,0.03758729994,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
104,Italy,76,41.99526666,15.67915001,2009-11-19,21.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_107,32 min haul duration,0.0368764773,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
105,NA,51,45.33331666,13.07473333,2009-11-27,21.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_108,13 min haul duration,0.01613345928,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
106,NA,53,44.55482499,13.55286668,2009-12-02,21.7999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_109,15 min haul duration,0.0186177399,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
107,NA,54,44.233075,12.96911666,2009-11-22,18.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_110,32 min haul duration,0.03900893778,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,17,435.80,0.08,2.17
108,NA,58,45.03210833,13.24366666,2009-12-03,21.7999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_111,32 min haul duration,0.03900893778,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
109,NA,59,44.70131664,12.78104169,2009-11-25,21.8500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_112,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
110,NA,60,44.67615833,13.48196667,2009-12-03,21.8500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_113,16 min haul duration,0.01950087957,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
